Source,Caption
./dataset/b724095d-858f-496e-b8c6-4dbb520a8408.png,Performance of GPT-4 Turbo on the BBH Dyck language using least-to-most prompting as the number of nodes in the input increases.
./dataset/6c14fdac-bfb5-4f37-bb92-d6986caf7eb5.pdf,Attention K mapping.
./dataset/3255b1fb-248f-48d2-813f-0201a0c8a16d.jpg,"A graphical rendition of the proposed risk mitigation strategy for utilizing LLMs in malware detection. The diagram outlines a multi-faceted approach that encompasses data diversity, continuous learning, real-time code scanning, targeted sandboxing, and federated training."
./dataset/931401c2-48ff-4fd8-a25e-f780d437c98b.png,DFS prompt to expand nodes.
./dataset/0493bc68-f951-40d3-acb5-fd1154228a5e.pdf,Mistral-7b
./dataset/3e81560f-9531-42f4-9523-f466aa96ce28.pdf,Names
./dataset/c2ce08e0-1cce-47a2-87d0-1ecb01a13fa7.pdf,Sensitivity of in-context reasoning.
./dataset/215c91a3-d6d0-49eb-af1f-a09379727a17.pdf,Recommendation overlap across different LLMs
./dataset/52f5352e-31b5-4d70-845d-b5dcfb785ca7.pdf,ML-L
./dataset/e17ddc6e-edf6-41ba-90be-16d12b12ef74.pdf,The variation of statistical metrics during Reinforce++ training on Helpsteer2-Preference.
./dataset/11690d35-c668-41df-8032-135ac4ba005c.pdf,Data Collection Process.
./dataset/24c23664-809d-4435-af0e-1a1243e68d72.pdf,"Taxi pick-up and drop-off patterns in NYC: the commercial Garment District (left) shows morning drop-off and evening pick-up peaks, while the residential Arden Heights (right) shows opposite trends."
./dataset/17f50e07-a520-43de-ad1a-2688145dc56e.pdf,Llama2-7b
./dataset/02494a1e-a5dd-4b68-99c3-19a449f5f702.pdf,Comparison between our benchmark and LLM-as-a-judge
./dataset/42db97f8-c5c0-4e48-915a-ec2d1c8cea8e.pdf,Comparison of calibrated model performance in different environment sizes.
./dataset/b02373fb-1e6e-408d-962a-4466775565f0.pdf,Reasoning Graph's Depth
./dataset/1f34d4f5-eef6-43ae-abd7-ada500bf5594.pdf,rewrite prompt to rewrite.
./dataset/e0c5d431-8734-4d2c-b669-d889d33a6fcd.pdf,CWQ benchmark
./dataset/0a4aba8a-5054-4053-81e8-0e38dc846539.pdf,Example of Missing Dependencies
./dataset/99a5636a-2416-415a-9770-395c63881d7f.pdf,MLP gate mapping.
./dataset/f66f3ff5-8a26-44ee-81e0-8603a76840bd.pdf,Step 1 of human evaluation: Chatting with the system
./dataset/7b74a740-4d46-43cc-9c87-db0eebe62848.pdf,The qualified prompt and examples.
./dataset/de29da26-6032-4edf-9e3b-15e173417055.pdf,Movement pattern semantic projection.
./dataset/3bad49e1-5d0d-4203-ac93-135ad19c4c09.pdf,The prompt of WebShop that contains task requirements.
./dataset/f1e15762-4086-4368-820e-38fc0be23d6b.pdf,Analyst-Inspector framework for assessing LLM data analysis reproducibility.
./dataset/acb8c420-8d8f-4fa9-b959-a5bed370265b.pdf,Screenshot of the interface to collect human answers.
./dataset/d12c7390-133f-4581-a7b7-805bb773dacd.pdf,MLP gate mapping.
./dataset/572c4b40-c992-4f40-ac59-3b3600acb6e1.pdf,Pair-wise comparison of different MT engines based on 5 averaged classifiers and top 30 salient features
./dataset/1db4f750-c8ea-457c-836c-3bcbb06a19b9.pdf,Illustration of conflicting video pairs/triplets for different temporal aspects.
./dataset/840036aa-426f-4996-a970-35c102918e1b.png,Percentage of correct responses for Baseline and MALT in Gemma-2-2b and Llama-3.2-3b.
./dataset/e40959ac-739e-480f-9f88-07518e66ef88.pdf,Crowdworkers' Working Interface - Instruction
./dataset/e88f842e-25e7-4360-ae22-a70deaa42a4e.png,Comparison between traditional logging models and LLM-powered models.
./dataset/246353d6-0564-4880-b50d-62b72a1ae36b.png,MADDPG
./dataset/546f4a3f-5053-4db1-97ff-f14116688ccd.png,Models’ accuracy on BBH Navigate when applying DARG.
./dataset/76ec6e9b-d988-446f-a138-8b1240b43645.pdf,Logarithmic
./dataset/5ea83e1e-c4fe-45ac-a3f7-85f60dd5c578.png,A template from HEA whose HE is removed.
./dataset/52fdddd0-dae0-49da-acdb-4f422b3fc6bd.pdf,High-level schematic diagram of a multi-tier distributed LLM architecture.
./dataset/5053becc-736f-40ee-88db-f3f4c4b92283.jpg,"Model performance distribution on different tasks. Ex. means explicit, Im. means implicit, and Open. means open-ended."
./dataset/6f560c16-c162-427d-9146-f1c1f14fe9f5.png,"From left to right: Object 1, 2, 3, 4."
./dataset/28056d24-9ce6-4468-9272-3e9d861d0c35.pdf,"Linguistic differences among LTO and other LLMs. The left panel compares MTLD, while the right panel examines the ratio of causual conjunctions."
./dataset/a58c7c6c-9ae0-40cb-a1ee-82782d81f5ad.pdf,Average performance on nine QA datasets with various numbers of virtual tokens.
./dataset/60045410-507d-4f76-add5-578719cb0c1d.png,Case-2
./dataset/dc7f604e-386b-4101-9eee-e00c2c07cbed.png,Temperature
./dataset/7db3e9a7-b4a0-40da-ab2f-da4b6fb71589.png,Efficient bit-transpose operation of our engine.
./dataset/8b1a0adf-b9aa-4879-95d3-ec58e294a03d.png,An example of the working pipeline of Retrieval-based Few-shot Learning.
./dataset/b46733aa-da32-4d04-b2ad-857c11160f5c.pdf,"The prompt for client simulation. For the Chinese version, please refer to our GitHub repository."
./dataset/3a2cd560-153a-419d-82d9-fbd33ae78111.jpg,"The number of Self-Reflected Trajectories generated by different teacher models, along with the average reward of the LLM-based agent trained on them."
./dataset/75513548-231f-4db0-8b29-d8679fea6ed4.png,Diagnosis distribution comparison.
./dataset/ad2c1edc-de81-40bc-8f2a-54df27fcaf1b.png,The overall framework of Knowledge benchmark
./dataset/326f403f-b55e-4f46-9b4c-497e81f33f2b.png,Doudizhu game replay for Mastermind (landlord) v.s. DouZero (peasants). The landlord wins by playing more strategically.
./dataset/54b9ccde-1285-4372-87ea-897ad15d546f.png,TL;DR
./dataset/72488828-cd22-4db7-95e5-09c70aeb3061.png,Overall success rate (pass at 1)
./dataset/fe617884-aa37-4b15-ba2c-1cca38ff821e.png,The NMSE performance of proposed method and other baselines versus different user velocities.
./dataset/45ff7ec2-5789-4455-82a9-71ed9a82a0ed.pdf,Performance comparison of R$^2$AG with various retrievers on NQ-10 dataset.
./dataset/85e93f8a-6bcf-46ae-bba8-fd5be503a919.pdf,"The performance of LLMs-as-Predictors against structural attacks, evaluated by accuracy."
./dataset/9c37cc47-450a-4347-8b76-7b06b49bcda9.pdf,L-G
./dataset/7e6ce444-5e40-40b0-864f-b4990fad9bd1.pdf,EmbedLLM
./dataset/805d54be-78dc-4d88-8911-82036eb7eece.pdf,entering LLM prediction
./dataset/83df2c68-2d8f-4dae-83e7-24342cc4c2a6.pdf,Overview of methodology design.
./dataset/088a444d-cebd-421e-8620-b47b81fa72b5.pdf,Sample case of the Claude-2 agent-enhanced model on a double database question.
./dataset/2a613429-a7a2-4364-932b-866368148744.pdf,MADDPG
./dataset/e05043ae-a73f-4871-8b9c-74766c06b845.pdf,"Second part of the evaluation engine prompting, giving the specific justification for each corresponding rating per each criterion"
./dataset/b223f8da-8e0f-4173-aa55-8e89e64e7219.pdf,Attnention V mapping.
./dataset/1c0b26d8-fc05-4d6c-86cc-ca16647df0c3.pdf,"The significant difference results of the GPT-4 model in toxicity bias, sentiment bias, and vigilance bias across dimensions. Darker shades indicate lower adjusted p-values from statistical tests, suggesting stronger evidence of significant differences between dimensions. P-values below 0.05 imply a statistically significant difference between the groups compared."
./dataset/5af56222-d0cc-4c22-9500-2a170d8e35e2.pdf,An example of CFA Level 1 problem.
./dataset/3494a3b5-5a6b-4058-85ec-8ae30bb51ba7.pdf,WritingPrompts -- Human vs. LLaMA-3
./dataset/5a0f6e87-6656-4ba4-b54d-c526a254b71d.pdf,Observed differences in NDCG@10 for pointwise scoring and listwise
./dataset/5252cd6b-c990-48e4-b142-ddcf44226b1e.pdf,MADDPG
./dataset/5aa75f43-b3e2-416f-9661-7990f2602c78.pdf,LLM inference has an autoregressive nature.
./dataset/24fc7aac-d51f-42f6-8340-84741a6a79e5.pdf,The prompt of ALFWorld that contains task requirements.
./dataset/6ae22a76-79d0-4286-b1af-87803ecbd312.pdf,Percent Change (PC) metric shows that clinicians are much more likely to flip treatment recommendations for self-management and resource-allocation than LLMs are $(p < 0.01)$
./dataset/48f811ca-16d0-4e9c-ba2f-010fffbaa107.pdf,"Case study on reflection. Green underlined codes represent modifications based on feedback from the previous iteration, while red codes indicate syntax or functional errors in the current iteration. The content within the error boxes summarizes the corresponding reviewer plans."
./dataset/6d599eb8-782f-4721-b47e-917f165962e7.pdf,Example of Incorrect Planning
./dataset/a53c1700-d1ed-4a63-86fc-fd8b456b0e80.pdf,"SMT vs. Text Error Ratio Analysis for o3-mini: Illustrates well-calibrated SMT generation, indicated by a strong correlation between SMT and Text error patterns."
./dataset/32e39999-331e-49fa-a10d-c59d0d824436.pdf,"small Visualization of the representations from RA-Rec, BERT and ComiRec."
./dataset/b5f10743-cd3d-444e-977a-491a63c6473c.pdf,"We find that ablating the helix dimensions from the residual stream is roughly as destructive as ablating the entire layer, providing additional evidence that GPT-J uses a numerical helix to do addition."
./dataset/64e9b6a1-e6dc-4b01-a4b4-a2299430f347.pdf,Results for all participants regarding changes in the relationship with the brain using layer 30 of OLMo-0724 and Japanese annotation and MMLU.
./dataset/be1b051b-2590-42c7-ad05-cdc3ed4f82c2.pdf,Instruction for Metric Scaffolding
./dataset/a0c76add-d7f4-48a3-88a1-e821b554ec96.pdf,An example showing the input and output of the database selection and planning module
./dataset/942b8100-5701-4a84-9be8-c33158262962.png,Distribution of hallucinations across different LLMs.
./dataset/bd8a9438-cd70-4e3f-a455-e2175fd254bd.png,Ablation Study about Length of Ensemble Steps for Probing Detection Set.
./dataset/26a32177-d83b-4559-89d6-b8d69684b33e.png,An example narrative script produced by our retrieval-based pipeline trained on wikiHow. Each event is represented by its Event Type and an example sentence.
./dataset/8eab5a06-645c-4f39-bb3e-10b4863a1760.png,3D question answering results  of our MiniGPT-3D.
./dataset/d0fe84d3-bbe0-40c4-870b-e1a1e5c15c38.pdf,Average LLM Consistency (Including Hallucinated Parameters)
./dataset/87b2dec3-9b34-4da5-9982-874e14a953ab.pdf,An overview of our proposed IDEA-FinQA system.
./dataset/b3bdf30f-52bd-4db4-8b5f-88924b3debbd.pdf,"The relationship between quantized weights / activations, entropy, accuracy, and compressibility. Achieving high accuracy and high compressibility is contradictory in theory."
./dataset/c9ed0cc2-534b-49d0-8769-d74636ffabff.pdf,Average performance on nine QA datasets with different number of retrieved passages.
./dataset/5ca789a7-67b9-4895-b2a4-a4c5970d0a28.pdf,"Distribution of total selection counts. The box plot elements show the median, quartiles (25th and 75th percentiles), and the data range."
./dataset/2c890705-6770-405e-8763-c9bb880dbda0.pdf,Verification Successes of DeepSeek-V3
./dataset/e5294189-0752-4918-a008-e6a4afcd4835.pdf,Comparison between our benchmark and Nejumi LLM Leaderboard 3
./dataset/be095f87-8660-47e3-b9b5-a59cf36b54eb.pdf,Summarization results for different models.
./dataset/927ac5a9-4942-4f92-8376-e81773fe92f5.png,"Dejaboom! game layout. A map of the village where the game takes place, showing the locations, objects, and NPCs. The player begins the game from home and their goal is to diffuse the bomb before it explodes again."
./dataset/8c2b6c65-a9aa-4b88-8e5b-eada46dfbca5.pdf,HH-RLHF
./dataset/4201b09f-958c-4701-9554-ecb09589a943.pdf,Technical Route of LLM+TS
./dataset/9be5d844-7288-498f-8228-4fcf7aa1ec31.pdf,Case Study of Combining Structured and Unstructured.
./dataset/4e44e261-bb65-469f-9384-d573623c439d.pdf,User Interface for Conversational Search (ConvSearch)
./dataset/09d7ccf6-0a2d-49e6-9486-184e1b61c472.pdf,Law
./dataset/57daa269-a924-453c-92da-d4e92a793d1d.png,Comparison of Mean Cosine Similarity Scores Across Models Using Subtitles and Screenplays
./dataset/e1f3281e-ba1a-4f4e-919e-78c0841138c9.pdf,RMSE
./dataset/75a3a94a-3f67-457a-ae7a-ab778f78522e.png,A Python example showing how the similar pattern helps rectify errors in current optimized code.
./dataset/fbdb374a-2d44-444a-bb13-b29a4f32bdd9.pdf,"The ratio of models with unchanged predictive power after LLM rewrite, across different author attributes and different LLMs."
./dataset/a35eaae4-d1f3-40b7-88f4-37ffe30f8eb0.pdf,Average performance on nine QA datasets with various numbers of virtual tokens.
./dataset/ae8d3f06-8517-4d49-b6bd-94a06b7430f7.pdf,G-G
./dataset/c36dc27f-13cf-4442-846c-7a70f99b9c63.pdf,Value class distribution of original Touché23-ValueEval train dataset and ours with generated data.
./dataset/ae3dbb03-cf12-4ea7-9b19-838cd28b1642.pdf,"The row completion test: from the text files of sensor data, we randomly sample a few rows."
./dataset/4c7bd84f-deb2-45c7-8cd1-1c9c92ed49dd.pdf,Distribution of weaknesses in different target LLM.
./dataset/e1b69f62-55e3-47f0-9e9a-e797f1c4b836.pdf,Source distribution of the Lithuanian component of the CulturaX dataset.
./dataset/760442ca-c730-45c4-af5b-0921c50940a7.pdf,Human Fleiss Kappa for each LLM pairwise comparison under four scenarios.
./dataset/23b6d358-85a2-47d8-8d09-b9e7a1dbf7f2.pdf,Example plot for analysis in semantic relevance between model's response and target queries during multi-turn conversations.
./dataset/f8dec585-9511-4785-9d3a-515486ef7996.pdf,A general view of LLM-based malware generation techniques to generate malware sample datasets.
./dataset/3261d4ad-10a9-414b-a169-038ab4d0f46f.pdf,Theme distributions of the node being attacked successfully and unsuccessfully.
./dataset/9c626d5d-3f76-4f56-96f9-6c9a2bca035e.pdf,Visualization of attention maps in the movement pattern semantic projection.
./dataset/0819f14c-c75c-429d-8799-84b37c5e3717.pdf,An ICL prompt example for Text-Based Molecule Design
./dataset/1e6fc339-8d78-4f48-ad8b-805bdcfac0f5.pdf,"Hierarchical classification of various methods through which LLMs can be employed to detect malware. The central node represents the core LLM technology, while the primary branches emanating from it illustrate specific techniques and applications. The secondary branches provide discussion points of their respective parent nodes."
./dataset/b252a28d-5ef8-454f-9020-a6aac2627938.pdf,L-H
./dataset/22ea94fd-3453-4f3d-9e3b-41be4692d20d.pdf,Results when adding different interaction phases (4 different seeds).
./dataset/8576289f-be40-4f04-ad6d-2527926a739d.pdf,Existing LLM for Graph methods and our NT-LLM. NT-LLM proposes a node tokenizer to enable LLM know graph structure without any extra edge or subgraph sampling during inference.
./dataset/c8a19343-1a1f-49e8-89c1-e5137a8443a1.pdf,The general model architecture of MM-LLMs and the implementation choices for each component.
./dataset/a8234d6c-b9d2-4a15-b860-03343142e15a.pdf,"Advantage of Cappy scoring over FLAN-T5-XXL's self-scoring, on 45 BIG-Bench tasks. The x-axis is the names of the tasks."
./dataset/0b91cf29-c69b-4d9d-9b9e-c8611b7806cb.pdf,Schema pruning.
./dataset/89203ca1-efab-4e3e-8706-1158cc1fb0b3.pdf,Mutual Information (MI) metric shows that  human decision-making is less sensitive to gender and style perturbations than LLM decision-making $(p < 0.01)$
./dataset/8e06ba07-3497-4e00-ae75-6fafa0ad2a3d.pdf,Open-ended Gen.
./dataset/52f7c90e-f50e-4e9d-a7b7-d49cf821347e.pdf,"Accuracy of the in-context linear regression task. We compare the setting where the LLM predicts the best index of the option set versus the setting where it predicts the score for each option. The LLMs achieve significantly better performance when predicting the score of the option than when predicting the best index, suggesting that they can effectively solve linear regression tasks in-context but struggle with tasks that require inferring latent structure."
./dataset/9208a9dc-865a-44f8-a03b-429922a34f89.pdf,An ICL prompt example for property prediction
./dataset/788144d9-a87d-49ef-b782-b4c2942f13a3.pdf,TL;DR
./dataset/a5d17799-58a6-4a23-a84b-459331164784.pdf,A sample prompt for malware code analysis using zero-shot approach for websites
./dataset/0e11c0ea-f252-4727-be17-8f509f2b88b1.pdf,The top used terms in the joint vocabulary created by LPA for the terms used by humans and GPT-3 in their ideas.
./dataset/8b9ccf33-761b-4d05-a42b-4ec178ba4022.png,Complex reasoning.
./dataset/de2256cf-951f-4c64-a94e-b469e88d5253.png,The overall architecture of our simulation framework. Left panel: construction of client pool. Middle panel: data collection with interactive simulation. Right panel: model training.
./dataset/1a6addfc-00ed-4eb5-98f4-19f5c3a892b9.pdf,The human annotation interface.
./dataset/dfeb7db7-9ef4-4d8d-a06a-1c3ff86c91e7.png,"BLEU v.s the frozen parameter ratio of the fine-tuned GPT-2 large. In this example, LoRA enables the integration of fine-tuned parameters ranging from hundreds of kilobytes to tens of megabytes into a pre-trained GPT-2 large model, which has a size of around 3.02 GB. This process creates multiple GPT-2 large models tailored for specific downstream tasks. The frozen parameter ratio refers to the ratio of the pre-trained GPT-2 large model size to the fine-tuned GPT-2 large model size. BLEU is used to evaluate machine-translated texts against high-quality reference translations. ``Full FT"" in the figure indicates the full parameter fine-tuning."
./dataset/32146329-b5c2-4001-abed-c1664e6c36b0.pdf,$N_s$ on C++ (O3).
./dataset/09501ac4-d719-4cd0-b2dc-30216354bb30.pdf,"When testing our helical fit on other numerical tasks, we find that it performs competently, but does not always outperform the PCA baseline. This implies that additional structure may be present in numerical representations."
./dataset/4464ada8-4e43-4663-8e14-7b2976a89955.pdf,Intent conflicting: overall semantic conflicting.
./dataset/0908433d-b131-42ed-a1dc-751e1ce7604b.pdf,Tensor-wise each layer compression ratios.
./dataset/d05330b6-676b-476a-a90b-bdb112568143.png,100:G
./dataset/ccef9ae6-1d69-41c1-982a-f37d68fecc11.pdf,Structure-Level abstraction mapping rules.
./dataset/771e6c9c-b3e4-4f88-822b-25c52ab67af2.png,Results of different models on five question types in nuScenes-QA dataset
./dataset/0acf131e-0537-4a9f-912e-d3b57fcff685.png,"Latency comparison of 4-bit quantized matrix-matrix multiplication using our kernel, separate dequantization followed by cuBLAS FP16 kernel, and cuBLAS FP16 kernel on RTX 4090. Matrix dimensions are ($M$, 4096) and (11008, 4096), with $M$ varying from 1 to 512."
./dataset/38daf9e9-0f68-46e0-92e1-b23b3d7c79e5.pdf,Regression-based Performance Comparison Across Models (Business Proposal Evaluation Task)
./dataset/2a1057b8-09a8-4d10-844a-6f0a4620ef65.pdf,"An overview of our benchmark. The evaluation is divided into two perspectives: LLMs-as-Enhancers and LLMs-as-Predictors, both of which consider structural and textual attacks."
./dataset/8f2840a9-1bf3-4b0e-add2-f1214a55b3c9.pdf,MAE
./dataset/f5123d38-f407-4d1b-be08-fab5fd152b48.pdf,The plot illustrates the distribution of attack queries for successful attack examples utilizing the CoA-Feedback method on the PAIR and GCG50 datasets.
./dataset/e1f11fd2-e279-4444-95c0-36a93eaaf217.pdf,HH-RLHF
./dataset/088f0027-9705-421d-94d8-5ec3e27c15f2.pdf,QMIX
./dataset/0459d48b-c871-479f-b1ec-04ee5a75c321.pdf,"Task formulation: given a method and a specific logging point, the model is asked to predict the logging statement in the point."
./dataset/b27b49bc-04d3-4e51-a1ec-c2ce8cac4921.png,Observed differences in NDCG@10 for pointwise scoring and listwise
./dataset/bd265bc1-ab52-4bae-842e-3ec29367806a.png,"Graph size against the value of the $K_n$ parameter (retrieved nodes), for the CWQ benchmark."
./dataset/e874a0bd-c2d8-4537-b637-19fb935522d0.png,TTS case of Error Neglect.
./dataset/66877f2b-9ae0-431c-af16-83d2d891eb7a.png,How LLM understands the real-time scenes and help Recommendation System work.
./dataset/96a8778f-a670-4d21-a54b-fa4513b6aa36.pdf,"Qualitative results of Traj-LLM on various scenarios under full-sample training. In each subfigure, left: HD map, right: predictions and ground truth. Ground truth future trajectory is depicted in green lines, the predicted trajectories are in red lines. The top and bottom parts respectively exhibit the instances with prediction modalities $K$=5 and $K$=10."
./dataset/405a9133-46c5-4e56-ad69-ba84ea5f5780.png,A Use Case - Leveraging Hierarchical Language Model Architecture as On-Demand Service.
./dataset/3d10279f-4845-47e4-a313-f51f74ea4ef1.png,"An overview of the proposed PretexEval framework, which dynamically generates test samples from any medical knowledge base for evaluating LLMs’ medical knowledge mastery."
./dataset/56a731f5-1236-406e-bf94-5c95ac396687.png,Observed differences in NDCG@10 for pointwise scoring and ranking
./dataset/40fb7f5b-7965-4303-92c2-c2f64b5a3508.pdf,"The parameter-sharing backhaul/backbone LLM delivery framework. In this example, the AI assistant and autonomous driving applications request LLM 1 and LLM 2, respectively, which are not cached on the associated edge server. Therefore, LLM 1 and LLM 2 need to be delivered from another edge server. In this framework, to reduce communication overhead and latency, only the specific LLM parameter blocks need to be transmitted since the shared backbone/parameter blocks are already cached on the associated edge server. The entire LLM can be assembled before downloading, or on edge devices once all the needed parameter blocks have been received. To further reduce delivery latency, parameter-sharing LLM delivery can be combined with various compression techniques, where the compression ratio can be determined by jointly considering model performance and channel/backhaul conditions."
./dataset/46ed3d96-0140-44de-b80f-67c3ae5001cf.pdf,L-MM
./dataset/55b2e8cc-8b74-4ddb-8cb3-8abd0356ef11.pdf,"How GPT provides the rule following the given format,"
./dataset/90e8cede-a59e-48da-83ab-d106b1772d7c.pdf,The fixed CoT-based further query.
./dataset/18de5203-d86d-4d16-9ea7-33b191af43e4.pdf,"Performances of a range of models, relative to FP32, with 4-bit integer weights and activations using Adaptive Block Floating Point (ABFP)."
./dataset/55b8945b-ac28-4e11-bd05-b3bf8975307e.pdf,A case of evaluating LLMs using PretexEval compared with the LLMEval method.
./dataset/b2e3e98f-4a04-428c-b4e6-1b84a80c583a.png,Results for all downstream tasks regarding changes in the activations of OLMo-2.
./dataset/72adf509-a220-4aae-990f-9cee350b8eb0.png,"An example of the Label Studio GUI using a mock interview. In order to protect interviewee anonymity, interviews will not be released."
./dataset/bceb2cd0-4ffc-4720-9af2-f4602ddee633.png,Annotation progress and summary.
./dataset/825402b7-deca-473e-a541-a927a6b1e889.png,Distribution of preferred products in mutual fund investment.
./dataset/5ce8ac52-a179-4ece-8dc5-8ef56ff1a045.png,"As shown in the upper panel, an LLM can still detect maliciousness in a negative scenario camouflage, while in the lower panel, our HEA builds a positive scenario via a happy ending and fools the LLM into responding to the malicious parts in the prompt, getting jailbreak responses"
./dataset/571eb169-de09-4f94-ae27-0767991489c1.png,Average Number of Correctly Assigned Parameters per LLM Prompt 4 vs Prompt 5 (no documentation)
./dataset/dcb822a9-dd31-403f-a3c8-fbae78257a8b.png,Illustration of our fine-grained task selection strategy TaMAS.
./dataset/eadc5d19-a1ab-44b6-a172-41a2eeb2c5ae.png,"Visual comparison between DRAD and baselines across all datasets. For the evaluation metric, we choose Accuracy for StrategyQA, EM for 2WikiMultihopQA, and F1 for NQ."
./dataset/04f4449d-39a9-4363-80f3-3474b82dae20.png,Comparison of the impact of verbalizer format description in the prompt.
./dataset/19c27bc6-5300-46d8-ba7e-eebafbe2f924.png,"Row completion test for a file from the Daphnet FoG dataset: here, the values in green are correct, in red are incorrect, and purple are extra predictions by the LLM."
./dataset/7ce5d59f-c8d9-400f-9e98-f4ec8feb9c7e.png,"A workflow diagram illustrating the process of updating domain-specific LLMs through Sequential Fusion. This includes extracting structured knowledge, converting it into natural language, and editing the LLMs using the IKE method."
./dataset/9d58c804-e661-447c-830d-57c21b85bfe6.png,LLama 2 70b
./dataset/21792d59-63c4-4734-9534-986ebc67af46.png,LLMs's performance across various types of question variations.
./dataset/0a37daa9-287a-479c-8590-7d1017e55266.png,The performance of pre-trained GPT2-Large on specific tasks. The performance of pre-trained GPT2-Large is much degraded relative to a smaller task-specifically trained Bert-Base model. The performance gap can be filled by fine-tuning GPT2-Large with task-specific data.
./dataset/0ea6129c-38af-4365-be7d-5cb5e9a54e3a.pdf,footnotesize A data exploratory analysis of the constructed RelQA based on different metrics.
./dataset/4b572812-c858-4955-b37a-0c52f0c60bab.pdf,PLOS
./dataset/8b96423b-05fc-4cbf-8592-8308b7df7616.pdf,MAE
./dataset/c5f0e3c1-a14a-4aa6-b7c7-6029d7408491.pdf,Mutual Information across Transformer Blocks
./dataset/0b9c6708-9005-4bfd-93b7-65044718a7fe.pdf,Context inconsistency: inaccurate express
./dataset/4754bf4c-b4b7-4644-8dbc-59d04867124f.pdf,Generated Persona
./dataset/6dcee1c6-2915-4950-90ec-97a121ba0662.pdf,User interface used for the human preference study.
./dataset/d0c81904-1ab9-45d1-8cab-3020e194e761.pdf,urs assesses model outputs for patterns similar to human cognitive biases and tests various bias mitigation techniques.
./dataset/8c156e54-20c5-4244-afe2-735ab6ae7f4f.pdf,Crowdworkers' Working Interface - Factoid.
./dataset/abe7888d-ca39-4b11-b131-0537846369aa.pdf,"Effect of EAST on the distribution of actions executed in different runs in various bandit problems. EAST's effect on an LLM agent's representation effectively guides the agent towards more explorative behaviors, steering it away from its typical overconfidence."
./dataset/5b9f03dc-f730-469d-be6c-b0e2a9211cb2.jpg,"The shape of the capability score varies significantly across different datasets, and differes from the safety landscape."
./dataset/25ab525b-306f-446e-bc91-70b0fe89bb14.jpg,Text classification results for different models.
./dataset/24008f5b-4df3-4451-9293-edd400fe0ff0.pdf,Reconstruction of trajectory points in cross-reconstruction pretext task.
./dataset/2a4d71f5-68d7-45e7-af04-5203c6c4ee4c.pdf,One shot.
./dataset/3a9106ae-18c5-453b-badf-1c25756777ea.pdf,"Illustration of our decompositional retrieval-based reasoning method. Our method decomposes the question into sub-questions, performs iterative, context-aware retrieval conditioned on previous answers, and merges the resulting subgraphs for guided reasoning."
./dataset/587ea20e-5db7-4374-9bdf-363156255046.png,Comparing defect and refusal rates of various models
./dataset/1e06b846-adf0-42d0-8377-823974d347ae.png,"Examples of standard instruction tuned LLM, instruction tuned LLM with manual role-play prompting, and self-prompt tuned LLM on the same physics question. Manual and automatic role-play prompts are highlighted in gray and blue respectively. LLM used here is Mistral-7B."
./dataset/caaad8fb-45f4-4a22-9c5e-e0a553d96e10.png,"Yes to No ratio in absolute decisions: The horizontal axis represents 21 categories, organized by social domains in label colors. The vertical axis represents the type of decisions with gender-career as an example. Values in the heatmap represent the Yes-to-No ratio."
./dataset/59ec41d8-3281-47e8-a9bf-6d3d6fd2538b.png,Histograms of Token Count Distributions for Questions and Answers.
./dataset/0484fec0-3d6c-4650-a22e-1ad93250e7c0.png,Standard deviation between targets under each dimension. It indicates variabilities between social groups.
./dataset/dacc4ce0-fb17-473f-965a-919c0d2f6cd8.png,Numerical Complexity
./dataset/3c4d6971-567d-4942-b88c-9b7d72c25bf3.png,"Llama3 Model's Heatmaps of (A) Task1, (B) Task2, and (C) Value-Action distance across 12 countries (left) and 11 social topics (right)."
./dataset/7aa568db-06c7-4743-bdb4-993b5bc09335.png,"MasterMind-Dou training pipeline workflow. The LLM first predicts probable legal moves, analyzes corresponding opponent responses, and then determines the optimal decision."
./dataset/093991f0-3f31-4c72-a706-ca048820e701.pdf,Illustration of Three Stacked Dilated Causal Convolutions and Composition of the i-th Layer of The Chosen Architecture
./dataset/0c2a0260-9d3d-4c43-9ad1-9362b132f30f.pdf,"Average Number of Hallucinated Parameters per LLM, Prompt 4 vs Prompt 5 (no documentation)"
./dataset/ca23a6f5-2c4c-4a7d-bbb6-ecf3783fcb25.png,Model generalization with unseen entities. X-axis indicates the partition of seen entities in the training set.
./dataset/d4fab19a-9d16-49cb-b4da-5cd45bd49757.png,Inconsistency binary classification per error category
./dataset/68b0fa8a-241c-4e16-ad5c-6d0642495517.pdf,"Illustration of jailbreak methods. Manual-designed methods typically demand substantial effort and face challenges in adaptability across LLMs. The automatic searched suffix lacks meaningful semantics, which can be easily detected by PPL algorithms. In comparison, our RADIAL method is an automatic process that designs semantically coherent attack prompts."
./dataset/fafc33f3-db08-4d7b-99a8-1908250a60fc.pdf,Toxicity on the PAIR and GCG50 datasets.
./dataset/8c7ab396-0501-4643-abe5-8379a79a651b.pdf,The prompt of SciWorld that contains task requirements.
